215490	chef(fe) de section - emission des procedures	section head - issuing procedures
215500	chef(fe) de section - comptoirs points de service	section manager - service point counters
215510	gérant serv.garage <<serv.adm.>>	manager serv.garage <<serv.adm.>>
215520	chef(fe) de division - gestion documentaire et archives	Head of Division - Document Management and Archives
215540	chef(fe) de division - immeubles et materiel roulant (arr. verdun et lasalle)	Division Manager - Buildings and Rolling Stock (Verdun and Lasalle districts)
215570	c/m parc,transport   déneigement <<arrond>	c/m park, transport snow removal <<rounding>
215580	chef(fe) de section - informatique	section head - IT
215600	contremaître(-tresse) - collections vivantes - animaux	foreman (braid) - living collections - animals
215650	chef(fe) de section - gestion de projets immobiliers	section head - real estate project management
215660	chef(fe) de division - gestion immobiliere et exploitation des batiments specialises	Division Manager - Property Management and Operation of Specialized Buildings
215670	c/d planification et operations (gest mat residuelles)	c/d planning and operations (residual material management)
215700	c/d pratiques et contrôles	c/d practices and controls
215710	chef(fe) de division - acquisition	head of division - acquisition
215750	contremaitre(-tresse) - systemes de securite et transmission des donnees	foreman - security systems and data transmission
215760	chef(fe) de section - proprete et environnement	section head - cleanliness and environment
215800	c/d developpement economique et initiatives stratégiques	c/d economic development and strategic initiatives
215820	chef(fe) de division - mecanique de batiments et eclairage de rue	Division Manager - Building Mechanics and Street Lighting
215830	adjoint(e) directeur(-trice) - travaux publics (arr. ville-marie)	Deputy Director - Public Works (Ville-Marie district)
215860	chef(fe) de section - approvisionnement strategique en biens	section head - strategic procurement of goods
215870	chef(fe) de section - centres distribution   transport biens	section head - goods transport distribution centers
215910	chef(fe) de division - soutien projets gestion programmes habitation	Head of Division - Project Support, Housing Program Management
215920	contremaitre(-tresse) - installation de systemes electriques	foreman (braid) - installation of electrical systems
215970	chef(fe) de division - developpement commercial (seplv)	division head - business development (seplv)
215980	c/s sports, loisirs (ile bizard)	c/s sports, leisure (Ile Bizard)
216020	chef(fe) de division - soutien technique et amenagement paysager (arr. lasalle)	Division Manager - Technical Support and Landscaping (Lasalle District)
216040	c/d avantages sociaux	c/d social benefits
216050	c/s programmes volet social	c/s social component programs
216070	chef(fe) de division - controle des rejets et suivi environnemental	Head of Division - Discharge Control and Environmental Monitoring
216080	chef(fe) de division - transition ecologique	Head of Division - Ecological Transition
216090	chef(fe) de section - interventions - environnement	section head - interventions - environment
216100	chef(fe) de section - prelevements	section head - samples
216130	chef(fe) de section - aquatique - claude robillard et arrondissements	Section Head - Aquatics - Claude Robillard and Districts
216150	c/s développement et projets spéciaux en     environnement	c/s development and special environmental projects
216160	c/s acquisition et preparation materielle bibliotheques	c/s acquisition and preparation of library materials
216190	chef(fe) de section - entretien mecanique (arr. montreal-nord)	Section Head - Mechanical Maintenance (Montreal-North District)
216210	chef(fe) de section - parcs et horticulture (arrondissement)	section head - parks and horticulture (district)
216290	contremaitre(-tresse)-collections vivantes-vegetaux	foreman(-braid)-living collections-plants
216300	c/d usines de l ouest	c/d western factories
216340	chef(fe) de division - ingenierie - production de l eau potable	division head - engineering - drinking water production
216350	chef(fe) de division - gestion strategique des reseaux d eau	Head of Division - Strategic Management of Water Networks
216360	chef(fe) de section - mesure de la consommation d eau	section head - water consumption measurement
216380	chef(fe) de section - usine atwater et installations connexes	Section Manager - Atwater Plant and Related Facilities
216390	chef(fe) de section - vannes du reseau primaire d aqueduc	section manager - primary water network valves
216400	chef(fe) de section - usine c-j des baillets	section manager - C-J des Baillets factory
216420	chef(fe) de section - ingenierie d usine	section head - factory engineering
216430	chef(fe) de section - conduites principales alimentation eau potable compteurs	section manager - main drinking water supply pipes meters
216440	c/s adm et plan d affaires - eau	c/s adm and business plan - water
216450	contremaitre(-tresse)-entretien des vannes principales du reseau primaire d aqueduc	foreman (braid) - maintenance of the main valves of the primary water network
216460	chef(fe) de projet - gestion de l eau	project manager - water management
216480	chef(fe) de division - gestion durable de l eau	Head of Division - Sustainable Water Management
216510	assistant(e) surintendant(e) - collecteurs et bassins de retention	assistant superintendent - collectors and retention basins
216540	contremaitre(-tresse) de supervision-installations et equipements	supervisory foreman - installations and equipment
216580	chef(fe) de division - inspections et enquetes (bureau taxi de montreal)	Division Head - Inspections and Investigations (Montreal Taxi Office)
216640	chef(fe) de section d ingénierie d usine	head of plant engineering section
216650	assistant surintendant - adm. plan d affaires	assistant superintendent - business plan administration
216690	chef(fe) de division - planification et soutien aux operations (sef)	Head of Division - Planning and Operations Support (SEF)
216710	chef(fe) de section - operations travaux publics	section head - public works operations
216730	chef(fe) de division - centre de services (bureau du taxi de montreal)	Division Manager - Service Center (Montreal Taxi Office)
216740	chef(fe) de section - centrale 911	section chief - 911 center
216790	chef(fe) de division - collections vivantes et recherches	Head of Division - Living Collections and Research
216800	chef(fe) de division - centre de services partages - bibliotheque	division head - shared services center - library
216860	chef(fe) de division - evaluation immobiliere	division head - real estate appraisal
216880	charge(e) de secretariat	secretarial officer
216890	c/d marketing   communications	c/d marketing communications
216910	assistant(e) administratif(-tive)	administrative assistant
216930	chef(fe) de division - perception et encaissement	division head - collection and collection
216950	chef(fe) de division - animation et programmes educatifs	Head of Division - Animation and Educational Programs
217030	chef(fe) de division - soutien aux elus - direction du greffe (ce)	Head of Division - Support for Elected Officials - Registry Management (CE)
217050	responsable soutien aux élus ii	responsible for support for elected officials ii
217060	responsable soutien aux élus i	responsible for support for elected officials i
217330	directeur(-trice) adjoint(e) de cabinet - mairie de montréal	Deputy Chief of Staff - Montreal City Hall
217380	chef(fe) de section - evaluation commerciale	section head - commercial evaluation
217410	chef(fe) de division - entretien (eau)	division manager - maintenance (water)
217420	chef(fe) de division - operations (eau)	division head - operations (water)
217430	chef(fe) d atelier - electricite (eau)	workshop manager - electricity (water)
217440	chef(fe) d atelier - services generaux (eau)	workshop manager - general services (water)
217450	chef(fe) d atelier - instrumentation et controle (eau)	workshop manager - instrumentation and control (water)
217460	chef(fe) d atelier - mecanique (eau)	workshop manager - mechanics (water)
217470	chef(fe) d atelier - plomberie (eau)	workshop manager - plumbing (water)
217500	responsable des operations (service de l eau)	operations manager (water department)
217510	chef(fe) de division ingénierie et procédés (eau)	head of engineering and processes division (water)
217520	conseiller en prévention (service de l eau)	prevention advisor (water service)
217530	planificateur - entretien (service de l eau)	planner - maintenance (water service)
217550	c/s adjoint(e) centre sportif - stlaurent	assistant c/s sports center - stlaurent
217570	chef(fe) de section - soutien operationnel (environnement)	section head - operational support (environment)
217610	c/d ress. fin.   mat. espace vie, serv. tech. informat.	c/d ress. fin. mat. living space, tech. serv. informat.
217640	chef(fe) de division - relations avec les citoyens, communications et greffe	Head of Division - Citizen Relations, Communications and Registry
217790	chef(fe) de section - gestion des projets d amenagement des grands parcs	section head - management of large park development projects
217810	chef(fe) de section - operations et entretien	section head - operations and maintenance
217840	chef(fe) division-soutien commissions permanentes, conseils consultatifs, bur. presidence	Head of Division - Support for Standing Committees, Advisory Councils, Office of the President
217870	chef(fe) de section - service a la clientele - arrondissement	section manager - customer service - district
217880	c/m entretien - voirie et parc	c/m maintenance - roads and parks
217900	chef(fe) de section - soutien technique et operations - complexe environnement (st-michel)	Section Head - Technical Support and Operations - Environmental Complex (St-Michel)
217920	chef(fe) de division - grands projets	division head - major projects
217930	chef(fe) de division - exploitation du reseau arteriel	division head - arterial network operation
217940	chef(fe) de division - securite et amenagement du reseau arteriel	Head of Division - Safety and Development of the Arterial Network
217970	c/m entretien du reseau secondaire d aqueduc et d egouts	c/m maintenance of the secondary water and sewer network
217980	chef(fe) de division - geomatique	division head - geomatics
218000	chef(fe) de section - geomatique	section head - geomatics
218010	chef(fe) de division - expertise et soutien (realisation des travaux - tp)	Head of Division - Expertise and Support (Work Implementation - Public Works)
218020	chef(fe) de division - conception et realisation des travaux (tp)	Head of Division - Design and Implementation of Works (TP)
218050	chef(fe) de module - centre de redaction de rapports d evenements spvm	module manager - SPVM event reporting center
218060	superviseur(e) - 311 interventions rapides et prioritaires	supervisor - 311 rapid and priority interventions
218100	chef(fe) de division - parcs, espaces verts et environnement (arr. st-laurent)	Division Head - Parks, Green Spaces and Environment (St-Laurent District)
218130	chef(fe) de division - communications, greffe, relations citoyens et adjoint(e) dir. arr.	Head of Division - Communications, Registry, Citizen Relations and Deputy Director of District
218170	c/d gestion des tranports	c/d transport management
218180	c/d bureau des grands projets	c/d major projects office
218210	chef(fe) de division - relations avec les citoyens et communications - niveau ii	Division Head - Citizen Relations and Communications - Level II
218250	chef(fe) de division - relations avec les citoyens et greffe	Head of Division - Citizen Relations and Registry
218260	adjoint au dp (anciennement adjoint au dga)	deputy to the dp (formerly deputy to the dga)
218360	c/m climatisation et réfrigération	c/m air conditioning and refrigeration
218380	chef(fe) de division - expertise technique et environnement	Head of Division - Technical and Environmental Expertise
218390	chef(fe) de division - urbanisme (arrondissement ville-marie)	Head of Division - Urban Planning (Ville-Marie District)
218400	chef(fe) de module - verification des antecedents spvm	module leader - spvm background check
218410	chef(fe) de section - operations - gestion des matieres residuelles	section head - operations - residual materials management
218420	chef(fe) de section - inspections arrondissement	section head - district inspections
218460	chef(fe) de section - communications	section head - communications
218500	chef(fe) de division - amenagement des parcs et actifs immobiliers	Division Head - Parks and Real Estate Assets Development
218510	chef(fe) de section - gestion du materiel roulant en arrondissement	section head - rolling stock management in the district
218520	chef(fe) de section - conception et realisation des projets d ingenierie	section head - design and implementation of engineering projects
218530	chef(fe) exploitation - usines production de l eau potable	operations manager - drinking water production plants
218540	chef(fe) de division-exploitation reseau et planification entretien usines production eau	head of network operations division and water production plant maintenance planning
218550	chef(fe) de section - planification de l entretien - usines eau potable	section manager - maintenance planning - drinking water plants
218560	chef(fe) de section - mise en pression conduites principales eau potable	section head - pressurizing main drinking water pipes
218570	chef(fe) de division - amenagement urbain et services aux entreprises	Head of Division - Urban Planning and Business Services
218580	chef(fe) de division - strategies et developpement du reseaudes grands parcs	Head of Division - Strategies and Development of the Large Parks Network
218590	contremaitre(-tresse)-operations aux usines de production del eau (eau)	foreman (-braid) - operations at water production plants (water)
218600	chef(fe) de division - gestion de projets immobiliers	division head - real estate project management
218610	c/d évaluation et transactions immobilieres	c/d real estate valuation and transactions
218640	gerant(e) - logistique et inventaires	manager - logistics and inventories
218650	chef(fe) de section - marquage sur la chaussee et signalisation ecrite	section leader - road markings and written signage
218660	chef(fe) de section - entretien eclairage, feux circulation et signalisation lumineuse	section manager - lighting maintenance, traffic lights and light signaling
218670	adj. dir. espace pour la vie et c/d ressources humaines	adj. dir. space for life and c/d human resources
218680	chef(fe) de mission en verification	head of verification mission
218700	chef(fe) de division - communications et marketing (espace pour la vie)	Division Head - Communications and Marketing (Space for Life)
218710	coordonnateur(-trice) securite urbaine (arrondissement st-laurent)	urban security coordinator (St-Laurent borough)
218720	c/d estimation des coûts d infrastructure	c/d estimation of infrastructure costs
218730	chef(fe) de section - soutien aux employes et qualite de vie au travail sim	section head - employee support and quality of life at work sim
218740	c/m soutien opérations	c/m operations support
218750	contremaitre(-tresse)-atelier de formation (service)	foreman (braid) - training workshop (service)
218830	chef(fe) de division - gestion des contrats et analyses techniques (cont. gen.)	Head of Division - Contract Management and Technical Analysis (cont. gen.)
218860	chef(fe) de section - soutien a l audience	section head - hearing support
218880	c/d ressources humaines - service de l eau	c/d human resources - water service
218890	c/d resssources financieres et matérielle sdo	c/d financial and material resources sdo
218900	c/d plans d investissement	c/d investment plans
218920	chef(fe) de section-optimisation systeme distribution eau potable et gestion consommation	head of section - optimization of drinking water distribution system and consumption management
218950	chef(fe) de section - planification et coordination travaux (direction eau)	section head - planning and coordination of works (water department)
218960	responsable des intercepteurs (eaux usees)	interceptor manager (wastewater)
218970	responsable approvisionnement et magasin - eau	supply and warehouse manager - water
218980	planificateur(-trice)-entretien eau	water maintenance planner
218990	chef(fe) de division - soutien technique et infrastructures - matieres residuelles	Head of Division - Technical Support and Infrastructure - Residual Materials
219020	c/d ressources materielles et informationnelles (sa)	c/d material and information resources (sa)
219030	c/d ressources financières sdo	c/d financial resources sdo
219070	chef(fe) de section - controle des materiaux (laboratoire tp)	section head - materials control (laboratory)
219080	c/projet plan dir modif infra cont procédés infor gestion	c/project plan dir modif infra cont processes infor management
219090	chef(fe) de division - culture, sports, loisirs, developpement social (ile bizard)	Head of Division - Culture, Sports, Leisure, Social Development (Ile Bizard)
219130	c/d gestion de projets et relations d affaires	c/d project management and business relations
219140	chef(fe) de division - gestion des contrats, inventaires et factures	Division Head - Contract, Inventory and Invoice Management
219170	c/d amenag urbain securite publique (ibizard)	c/d urban development public security (ibizard)
219200	c/d certification des contrôles internes -finances	c/d certification of internal controls - finance
219220	c/d recherche de talents -dotation	c/d talent search - staffing
219230	chef(fe) de division - recherche de talents et dotation	Division Head - Talent Acquisition and Staffing
219300	c/s centre d histoire de montreal	c/s Montreal History Center
219330	chef(fe) de division - equipements culturels, art public, patrimoine artistique	Head of Division - Cultural Facilities, Public Art, Artistic Heritage
219370	chef(fe) de section - logistique (spvm)	section head - logistics (SPVM)
219390	chef(fe) de division - collections entomologiques et recherches	Head of Division - Entomological Collections and Research
219400	surintendant(e) - etudes et conception des travaux - collecteurs et bassins	superintendent - studies and design of works - collectors and basins
219420	c/s centre de service 311 arr. lasalle	c/s service center 311 arr. lasalle
219430	chef(fe) de protocole et de l accueil	head of protocol and reception
219440	chef(fe) de division - circulation, occupation domaine public (v-marie et cdn-ndg)	Head of Division - Traffic, Public Domain Occupation (V-Marie and CDN-NDG)
219450	chef(fe) de division - soutien aux instances	head of division - support to authorities
219460	chef(fe) de section - projets de parcs (arrondissement)	section head - park projects (district)
219470	chef(fe) de section - gestion des systemes d information - bibliotheques	section head - information systems management - libraries
219480	c/d logistique d approvisionnement	c/d supply logistics
219490	chef(fe) de section - assurance qualite et amelioration de la perfo.(premiers repondants)	Section Head - Quality Assurance and Performance Improvement (First Responders)
219500	gerant(e) d atelier - service materiel roulant et des ateliers	workshop manager - rolling stock and workshop service
219510	adj. et chef du bureau des aff. gouv. et metropolitaines	adj. and head of the office of gov. and metropolitan affairs
219520	adjoint chef de bureau affaires internationales	Deputy Head of International Affairs Office
219550	chef(fe) de division - remuneration	division manager - remuneration
219570	chef(fe) de division - bureau de projets d amenagement des grands parcs	division head - large parks development project office
219580	chef(fe) de division - amenagement et projets urbains	Head of Division - Urban Planning and Projects
219610	c/d bureau principal de gestion de projets (dg)	c/d main project management office (dg)
219620	chef(fe) de section - soutien, recherche, diffusion en patrimoine	section head - support, research, heritage dissemination
219630	chef(fe) de division - biodiversite et ecologie urbaine	Head of Division - Biodiversity and Urban Ecology
219650	chef(fe) de division - grands parcs metropolitains	Division Manager - Large Metropolitan Parks
219660	c/s projets du legs et bureau du cesm	c/s legacy projects and cesm office
219680	chef(fe) de division - partenaires d affaires des ressources humaines	Division Manager - Human Resources Business Partners
219730	chef(fe) de division - expertise conseil	head of division - consulting expertise
219740	chef(fe) de division - strategies immobilieres	division head - real estate strategies
219750	c/d communications corporatives	c/d corporate communications
219760	chef(fe) de division - conseil et soutien financiers	Head of Division - Financial Advice and Support
219770	chef(fe) de section - restauration - espace pour la vie	section manager - catering - space for life
219810	chef(fe) de division - planification et soutien aux operations (materiel roulant ateliers)	Division Manager - Planning and Operations Support (Rolling Stock Workshops)
219830	c/m soutien opérations	c/m operations support
219850	chef(fe) de division - services sur route (materiel roulant et ateliers)	division manager - road services (rolling stock and workshops)
219860	chef(fe) de division - services et produits specialises (mra)	Head of Division - Specialized Services and Products (MRA)
219870	chef revenus	revenue chief
219880	chef(fe) de division - gestion de l information service des finances	Head of Division - Information Management, Finance Department
219890	chef(fe) de division - soutien aux systemes de gestion financiere	Division Head - Financial Management Systems Support
219900	chef(fe) de section - developpement du territoire	section head - territorial development
219920	chef(fe) de division - environnement et protection du territoire st-laurent	Division Head - Environment and Territorial Protection St-Laurent
219940	chef(fe) de section - securite civile	section head - civil security
219970	directeur(-trice) - administration - bureau du taxi de montreal	Director - Administration - Montreal Taxi Office
219980	chef(fe) de division - assistance a la gestion des interventions dans la rue	Division Head - Street Intervention Management Assistance
220020	inspecteur général associé	associate inspector general
220030	inspecteur(-trice) général(e) adjoint(e) - inspections et enquêtes	Deputy Inspector General - Inspections and Investigations
220040	inspecteur(-trice) general(e) adjoint(e) - expertise et analyse	Deputy Inspector General - Expertise and Analysis
220080	chef(fe) de division - greffier(-iere) adjoint(e)-elections acces info. commis. reglem.	division head - deputy clerk - elections access info. clerk. regulations.
220100	chef(fe) de division-amenagement du territoire et etudes techniques (arr. rosemont-pp)	Head of Division - Regional Planning and Technical Studies (Rosemont-PP District)
220110	chef(fe) de division - prévention et gestion intégrée des risques	Head of Division - Prevention and Integrated Risk Management
220120	chef(fe) de division - prévention et proximité citoyen	Head of Division - Prevention and Citizen Outreach
220130	chef(fe) de section - gestion de projets - reddition de comptes	section head - project management - accountability
220150	chef(fe) de division - gestion de projets et economie de la construction	Head of Division - Project Management and Construction Economics
220160	chef(fe) de section - evenements et pratiques sportives	section head - sports events and practices
220180	chef(fe) de division - ressources materielles (spvm et sim)	Division Head - Material Resources (SPVM and SIM)
220200	charge(e) - expertise et analyse (specialite) - big	charge - expertise and analysis (specialty) - big
220210	chef(fe) de division - conformite et audits	Head of Division - Compliance and Audits
220220	chef(fe) de division - centre de services 311 et interventions rapides et priotiraires	Division Manager - 311 Service Center and Rapid and Priority Interventions
220230	chef(fe) de l architecture d entreprise (ti)	head of enterprise architecture (IT)
220240	chef(fe) de section - recherche de talents et dotation	section head - talent search and staffing
220250	chef(fe) de section - gestion des factures et inventaires	section head - invoice and inventory management
220260	chef(fe) de division - culture, sports, developpement social	Head of Division - Culture, Sports, Social Development
220290	conseiller(ere) principal(e)- relations de travail	senior advisor - labor relations
220300	conseiller(ere) principal(e) - developpement organisationnel	senior advisor - organizational development
220330	conseiller(ere) - recherche de talents et dotation	advisor - talent search and staffing
220370	conseiller(ere)- relations de travail	labor relations advisor
220380	agent(e) conseil - sante et securite au travail	health and safety at work advisor
220390	agent(e)- sante et securite au travail	health and safety at work agent
220410	agent(e) - recherche de talents et dotation	agent - talent search and staffing
220480	chef(fe) de division - gestion des programmes et portefeuilles	Head of Division - Program and Portfolio Management
220490	chef(fe) de division - controle et amelioration continue	Head of Division - Control and Continuous Improvement
220500	chef(fe) de division - performance ti et sourcing	Division Manager - IT Performance and Sourcing
220510	chef de division - centre de services ti	Division Manager - IT Service Center
220520	chef(fe) de division - bureau de projet et soutien aux opérations	Division Manager - Project Office and Operations Support
220550	superviseur(e) - installations sports et loisirs	supervisor - sports and leisure facilities
220560	chef(fe) de section - projets ti	section head - IT projects
220570	chef(fe) de division - centre d expertise - infrastructures et plateformes	Head of Division - Center of Expertise - Infrastructure and Platforms
220610	chef(fe) de division - solutions numeriques	Division Manager - Digital Solutions
220620	chef(fe) de division - solutions d affaires	division manager - business solutions
220630	chef(fe) de division - solutions d affaires - systemes corporatifs	division manager - business solutions - corporate systems
220640	chef(fe) de section - conseil et soutien financiers	section head - financial advice and support
220650	charge(e) - assurance qualite et methodes professionnelles	in charge - quality assurance and professional methods
220660	chef de division - developpement culturel	Head of Division - Cultural Development
220680	charge(e) de formation et de perfectionnement (spvm)	training and development officer (SPVM)
220690	chef(fe) de division - soutien aux projets et programmes	Head of Division - Project and Program Support
220700	directeur(-trice) - developpement du bureau du taxi de montreal	Director - Development of the Montreal Taxi Office
220710	chef(fe) de division - planification transports et mobilite	Head of Division - Transport and Mobility Planning
220720	chef(fe) de division - gestion des actifs	Head of Division - Asset Management
220730	c/s communications corporatives	c/s corporate communications
220740	chef(fe) de section - environnement et parcs	section head - environment and parks
220750	responsable de secteur-formation systemes appliques(spvm)	sector manager - applied systems training (SPVM)
220760	responsable de secteur-formation emploi de la force(spvm)	sector manager - training in the use of force (SPVM)
220770	chef(fe) de division - soutien et processus (affaires juridiques)	Head of Division - Support and Processes (Legal Affairs)
220780	architecte d entreprise ti	IT business architect
220790	regisseur(-euse) au transport et soutien operationnel	transport and operational support manager
220800	chef(fe) de section - catalogage et analyse documentaire	section head - cataloging and document analysis
220830	chef(fe) de division - chantier de performance (spo)	Division Manager - Performance Project (SPO)
220840	chef(fe) de division - développement des compétences	Head of Division - Skills Development
220850	chef de section - planification et développement	section head - planning and development
220860	chef(fe) de section - gouvernance developpement	head of section - development governance
220870	chef de section-centre expertises,systemes,domaines affaires	section head - expertise center, systems, business areas
220880	chef de section-realisation proj. et chantiers amelioration	section head - project implementation and improvement projects
220890	chef(fe) de division - reseaux de telecommunications	head of division - telecommunications networks
220930	inspecteur(-trice) général(e) adjoint(e) - administration, controles et aff. juridiques	Deputy Inspector General - Administration, Controls and Legal Affairs
220940	chef(fe) de releve - centrale 911	relief manager - 911 central
220950	chef(fe) de division - relations de travail	head of division - labor relations
220960	chef de division - communications spvm	Head of Division - SPVM Communications
220990	chef(fe) de section - support aux operations	section head - operations support
221000	chef(fe) de section - saisie et enregistrement	section head - data entry and recording
221010	c/d gestion du portefeuille immobilier	c/d real estate portfolio management
221050	chef(fe) de section - gestion de l energie et centre immotique	section head - energy management and building automation center
221060	chef(fe) de division - strategie d affaires et partenariats	Head of Division - Business Strategy and Partnerships
221080	chef(fe) de division - transfo rh	division manager - HR transformation
221090	chef de division soutien technique et opérationnel	head of technical and operational support division
221100	chef(fe) de division - developpement, exploitation pilotage systeme	division head - development, operation, system management
221140	chef(fe) de section - support et technologie des communications operationnelles (spvm)	Section Head - Operational Communications Support and Technology (SPVM)
221150	chef(fe) de division - gestion du changement organisationnel	Head of Division - Organizational Change Management
221170	chef(fe) de division - partenaires d affaires en communication	division head - business partners in communications
221180	chef(fe) de division - strategies et pratiques d affaires	division head - business strategies and practices
221190	directeur(-trice) - operations (bureau du taxi de montreal)	Director - Operations (Montreal Taxi Office)
221200	chef(fe) de division - foret urbaine	division manager - urban forest
221210	chef(fe) de division - portefeuille de systemes financiers	Head of Division - Financial Systems Portfolio
221220	chef(fe) de division - planification et processus (communications)	Division Head - Planning and Processes (Communications)
221230	chef(fe) de division - approche client	division manager - customer approach
221240	chef(fe) de section - planification operationnelle	section head - operational planning
221250	chef(fe) de section - gestion des vehicules	section head - vehicle management
221260	chef(fe) de section - ingenierie	section head - engineering
221270	chef(fe) de section - consentement municipal	section head - municipal consent
221280	chef(fe) de section - planification integree	section head - integrated planning
221300	chef(fe) de division - coordination, planification et logistique	Head of Division - Coordination, Planning and Logistics
221320	chef(fe) de division - collecte transport et traitement des matieres residuelles	Division Manager - Collection, Transport and Treatment of Residual Materials
221330	chef(fe) de division - strategie et conseil, communications	Head of Division - Strategy and Consulting, Communications
221340	chef(fe) de division - creation et production communications	Head of Division - Communications Creation and Production
221360	chef(fe) de section - affaires civiles	section head - civil affairs
221370	chef(fe) de la securite de l information	head of information security
221400	chef(fe) de division - ressources matérielles et informationnelles (spvm)	Head of Division - Material and Information Resources (SPVM)
221410	contremaitre(-tresse)-general(e) de metiers (eplv)	general foreman of trades (eplv)
221420	chef(fe) de section - gestion animaliere	section head - animal management
221430	contremaitre(-tresse) d arrondissement - voirie et parcs	district foreman - roads and parks
221440	coordonnateur(-trice) paie	payroll coordinator
221460	chef(fe) de section - communications spvm	section head - SPVM communications
221470	chef(fe) de section - telecommunications et solutions technologiques (spvm)	Section Head - Telecommunications and Technological Solutions (SPVM)
221490	chef(fe) de division - soutien developpement culturel	Head of Division - Cultural Development Support
221500	chef(fe) de section - centre de services ti	section head - IT service center
221510	chef(fe) de division - services aux utilisateurs	Head of Division - User Services
221530	chef(fe) de division - amenagement du reseau des grands parcs	Head of Division - Development of the Large Parks Network
221550	chef(fe) de section - exploitation des batiments specialises	section head - operation of specialized buildings
221560	chef(fe) de section - culture	section head - culture
221570	gerant(e) d immeubles	building manager
221580	chef(fe) de division - portefeuille, pratiques et services ti	Division Head - IT Portfolio, Practices and Services
221590	chef(fe) de division - intelligence economique	head of division - business intelligence
221600	adjoint(e)-directeur(-trice) - relations de travail	assistant director - labor relations
221610	chef(fe) de division - services administratifs	head of division - administrative services
221620	chef(fe) de division-renovation agrandissement construction (rac) des bibliotheques	head of division-renovation, expansion, construction (RAC) of libraries
221630	chef(fe) de division - proprete	division head - cleaning
221640	chef(fe) de section - centre d appels	section manager - call center
221650	chef(fe) de division - planification et gestion des espaces	Head of Division - Space Planning and Management
221660	chef(fe) de division - analyses immobilieres	head of division - real estate analysis
221670	chef(fe) de section - programmes, inclusion sociale et mediation du livre	Head of Section - Programs, Social Inclusion and Book Mediation
221690	chef(fe) de section - plan directeur	section head - master plan
221700	chef(fe) de section - planification des investissements	section head - investment planning
221710	chef(fe) de division - expertise d entretien	division head - maintenance expertise
221720	chef(fe) de section - intervention	section head - intervention
221730	chef(fe) de section - planification	section head - planning
221740	chef(fe) de division - gestion immobiliere exploitation a contrat	division manager - real estate management contract operation
221750	chef(fe) de section - centre de services rh	section head - HR service center
221760	chef(fe) de section - geotechnique et chaussee	section head - geotechnics and pavement
221770	chef(fe) de section - reglementation de l eau	section head - water regulations
221780	chef(fe) de division - comptabilisation des charges et expertise comptable	Head of Division - Expense Accounting and Accounting Expertise
221790	chef(fe) de division - comptabilisation des revenus et controles financiers	Division Manager - Revenue Accounting and Financial Controls
221800	chef(fe) de section - patrimoine	section head - heritage
221810	contremaitre(-tresse)-proprete	foreman(-braid)-cleanliness
221820	chef(fe) de division - inspection residentielle	division head - residential inspection
221830	chef(fe) de section - inspection residentielle	section head - residential inspection
221840	chef(fe) de section - planification et developpement gmr	section head - planning and development gmr
221870	chef(fe) de division - operation logistique	division head - logistics operations
221880	chef(fe) de section - logistique	section head - logistics
221900	chef(fe) de section - gestion contractuelle	section head - contract management
221910	chef(fe) de division - soutien technique et operationnel	division head - technical and operational support
221920	chef(fe) de division - salubrite des logements	head of division - housing sanitation
221930	chef(fe) de division - avantages sociaux	division head - benefits
221940	chef(fe) de division - gestion de projets et services administratifs	Head of Division - Project Management and Administrative Services
221950	chef(fe) de section - reseau de surveillance de la qualite de l air	section head - air quality monitoring network
221960	inspecteur(-trice) général(e) adjoint(e) pré enquête et analyse	Deputy Inspector General for Pre-Investigation and Analysis
221980	chef(fe) de section - projet	section head - project
222000	chef(fe) de division - renseignement strategique (spvm)	Head of Division - Strategic Intelligence (SPVM)
222010	directeur(-trice) general(e) adjoint(e) - bureau du taxi de montreal	Deputy General Manager - Montreal Taxi Office
222020	contremaitre(-tresse)-ateliers specialises (mra)	foreman (braid) - specialized workshops (mra)
222030	chef(fe) de division - gestion des impacts et maintien de la circulation	Division Head - Impact Management and Traffic Maintenance
222040	contremaitre(-tresse)-operations et amenagement	foreman (-braid) - operations and layout
222050	chef(fe) de division - bureau des projets et programmes d immobilisations	Division Head - Capital Projects and Programs Office
222060	chef(fe) de section - projets et etudes techniques	section head - projects and technical studies
222070	chef(fe) de division - mobilite et occupation domaine public - ville-marie	Head of Division - Mobility and Public Domain Occupation - Ville-Marie
222080	chef(fe) de division - permis et inspections - arr. ville-marie	Division Head - Permits and Inspections - Ville-Marie District
222110	chef(fe) de division - memoire des montrealais(es) (mem)	Division Head - Memory of Montrealers (mem)
222130	chef(fe) de division - gouvernance et gestion de risques	Head of Division - Governance and Risk Management
222140	chef(fe) de division - infrastructures et operations de securite	Head of Division - Infrastructure and Security Operations
222150	chef(fe) de section - analyse du renseignement (spvm)	section head - intelligence analysis (SPVM)
222160	chef(fe) de section - experience client acquisition	section head - customer experience acquisition
222170	chef(fe) de section - accompagnement territoriale	section head - territorial support
222180	chef(fe) de section - soutien aux rapports d evenements	section head - event reporting support
222200	responsable - service aux cours	manager - course service
222210	chef(fe) de division - information policière	head of division - police information
222240	chef(fe) de section - remorquage	section chief - towing
222250	chef(fe) de section - grands projets de mobilite urbaine	section head - major urban mobility projects
222260	chef(fe) de division - gestion de portefeuille et administration	Head of Division - Portfolio Management and Administration
